Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,Landry Fields,SF,25,TOR,3,0,26,0,2,0,0,0,0,0,2,0,0,0,0,0,2,5,7,1,4,1,1,2,0
2014,Derek Fisher,SG,39,OKC,19,0,299,23,73,0.315,12,41,0.293,11,32,0.344,0.397,15,15,1,6,27,33,16,13,0,6,27,73
2014,Jamaal Franklin,SG,22,MEM,2,0,4,0,2,0,0,0,0,0,2,0,0,1,2,0.5,0,1,1,0,0,0,0,0,1
2014,Joel Freeland,C,26,POR,9,0,24,0,3,0,0,0,0,0,3,0,0,1,2,0.5,4,4,8,1,1,1,4,7,1
2014,Francisco Garcia,SF,32,HOU,2,0,22,2,6,0.333,0,3,0,2,3,0.667,0.333,3,4,0.75,1,1,2,0,0,0,0,3,7
2014,Kevin Garnett,C,37,BRK,12,12,250,33,63,0.524,0,2,0,33,61,0.541,0.524,17,23,0.739,19,57,76,16,9,5,13,25,83
2014,Marc Gasol,C,29,MEM,7,7,299,47,116,0.405,0,1,0,47,115,0.409,0.405,27,34,0.794,13,41,54,31,12,6,12,27,121
2014,Paul George,SF,23,IND,19,19,781,138,315,0.438,52,129,0.403,86,186,0.462,0.521,101,128,0.789,13,132,145,73,41,7,49,56,429
2014,Taj Gibson,PF,28,CHI,5,0,154,32,57,0.561,0,0,0,32,57,0.561,0.561,27,36,0.75,21,10,31,2,2,12,8,12,91
2014,Manu Ginobili,SG,36,SAS,23,0,586,104,237,0.439,41,105,0.39,63,132,0.477,0.525,81,94,0.862,9,66,75,95,36,2,52,60,330
2014,Drew Gooden,C,32,WAS,10,0,146,14,38,0.368,0,4,0,14,34,0.412,0.368,6,8,0.75,20,22,42,4,3,4,4,30,34
2014,Marcin Gortat,C,29,WAS,11,11,382,58,118,0.492,0,0,0,58,118,0.492,0.492,27,41,0.659,36,73,109,16,5,14,20,22,143
2014,Danny Granger,SF,30,LAC,13,0,134,11,40,0.275,5,22,0.227,6,18,0.333,0.338,7,9,0.778,2,18,20,3,6,1,3,24,34
2014,Danny Green,SG,26,SAS,23,23,529,78,159,0.491,48,101,0.475,30,58,0.517,0.642,9,11,0.818,9,60,69,21,32,17,20,50,213
2014,Draymond Green,SF,23,GSW,7,4,228,28,60,0.467,8,29,0.276,20,31,0.645,0.533,19,24,0.792,18,40,58,20,12,12,17,33,83
2014,Willie Green,SG,32,LAC,5,0,19,1,5,0.2,1,4,0.25,0,1,0,0.3,2,2,1,0,7,7,1,3,0,1,3,5
2014,Blake Griffin,PF,24,LAC,13,13,478,117,234,0.5,1,7,0.143,116,227,0.511,0.502,71,96,0.74,35,61,96,50,16,14,31,54,306
2014,Jorge Gutierrez,PG,25,BRK,2,0,3,0,0,,0,0,0,0,0,0,,2,4,0.5,1,0,1,0,0,0,0,0,2
2014,Tyler Hansbrough,PF,28,TOR,3,0,29,1,3,0.333,0,0,0,1,3,0.333,0.333,5,6,0.833,2,4,6,1,0,0,2,8,7
2014,James Harden,SG,24,HOU,6,6,263,50,133,0.376,16,54,0.296,34,79,0.43,0.436,45,50,0.9,5,23,28,35,12,1,21,21,161
2014,Al Harrington,PF,33,WAS,7,0,59,6,15,0.4,0,7,0,6,8,0.75,0.4,5,7,0.714,1,15,16,0,3,0,4,14,17
2014,Devin Harris,PG,30,DAL,7,0,176,31,66,0.47,11,25,0.44,20,41,0.488,0.553,7,8,0.875,1,16,17,27,2,2,11,13,80
2014,Udonis Haslem,PF,33,MIA,16,6,169,17,37,0.459,0,0,0,17,37,0.459,0.459,6,10,0.6,12,29,41,4,1,3,1,28,40
2014,Chuck Hayes,C,30,TOR,5,0,38,2,8,0.25,0,0,0,2,8,0.25,0.25,2,2,1,4,4,8,2,3,0,1,5,6
2014,Gerald Henderson,SG,26,CHA,4,4,119,14,37,0.378,0,9,0,14,28,0.5,0.378,11,17,0.647,1,15,16,9,4,1,6,12,39
2014,Roy Hibbert,C,27,IND,19,19,542,66,147,0.449,0,1,0,66,146,0.452,0.449,44,57,0.772,44,61,105,17,4,26,25,62,176
2014,Nene Hilario,PF,31,WAS,10,10,325,64,138,0.464,0,0,0,64,138,0.464,0.464,9,26,0.346,8,45,53,26,9,11,17,36,137
2014,George Hill,PG,27,IND,19,19,687,79,178,0.444,28,77,0.364,51,101,0.505,0.522,44,61,0.721,13,58,71,57,23,4,28,43,230
2014,Solomon Hill,SF,22,IND,1,0,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2014,Kirk Hinrich,PG,33,CHI,5,5,167,23,56,0.411,7,19,0.368,16,37,0.432,0.473,2,4,0.5,1,14,15,22,4,1,11,22,55
2014,Ryan Hollins,PF,29,LAC,5,0,9,1,4,0.25,0,0,0,1,4,0.25,0.25,1,1,1,1,2,3,0,0,0,1,3,3
2014,Dwight Howard,C,28,HOU,6,6,231,58,106,0.547,0,0,0,58,106,0.547,0.547,40,64,0.625,27,55,82,11,4,17,19,25,156
2014,Serge Ibaka,PF,24,OKC,17,17,581,87,147,0.592,5,13,0.385,82,134,0.612,0.609,26,34,0.765,31,85,116,12,11,42,20,54,205
2014,Andre Iguodala,SF,30,GSW,7,7,248,32,62,0.516,8,15,0.533,24,47,0.511,0.581,20,33,0.606,5,28,33,31,9,2,21,19,92
2014,Reggie Jackson,PG,23,OKC,19,4,531,75,161,0.466,21,53,0.396,54,108,0.5,0.531,39,44,0.886,13,59,72,46,5,4,38,49,210
2014,Bernard James,C,28,DAL,2,0,8,0,0,,0,0,0,0,0,0,,0,0,0,1,0,1,0,1,0,0,0,0
2014,LeBron James,PF,29,MIA,20,20,763,192,340,0.565,35,86,0.407,157,254,0.618,0.616,129,160,0.806,14,127,141,95,36,11,61,46,548
2014,Al Jefferson,C,29,CHA,3,3,106,26,53,0.491,0,0,0,26,53,0.491,0.491,4,5,0.8,6,22,28,2,1,5,1,7,56
2014,Amir Johnson,PF,26,TOR,7,7,191,34,52,0.654,0,2,0,34,50,0.68,0.654,9,12,0.75,16,26,42,7,3,4,12,29,77
2014,James Johnson,SF,26,MEM,3,0,28,5,15,0.333,2,5,0.4,3,10,0.3,0.4,7,10,0.7,4,2,6,0,1,0,0,3,19
2014,Joe Johnson,SG,32,BRK,12,12,469,98,184,0.533,22,53,0.415,76,131,0.58,0.592,36,43,0.837,9,37,46,35,6,3,19,20,254
2014,James Jones,SF,33,MIA,15,0,126,18,40,0.45,15,32,0.469,3,8,0.375,0.638,2,3,0.667,3,8,11,5,3,2,0,17,53
2014,Perry Jones,PF,22,OKC,11,0,55,7,18,0.389,3,10,0.3,4,8,0.5,0.472,0,0,0,3,6,9,1,0,1,1,9,17
2014,Terrence Jones,PF,22,HOU,6,2,138,20,39,0.513,0,1,0,20,38,0.526,0.513,6,12,0.5,17,20,37,8,5,3,2,13,46
2014,DeAndre Jordan,C,25,LAC,13,13,442,46,63,0.73,0,0,0,46,63,0.73,0.73,33,76,0.434,43,120,163,10,12,33,23,45,125
2014,Cory Joseph,SG,22,SAS,17,0,87,17,35,0.486,0,3,0,17,32,0.531,0.486,14,18,0.778,1,8,9,9,3,0,4,7,48
2014,Michael Kidd-Gilchrist,SF,20,CHA,4,4,91,14,27,0.519,0,1,0,14,26,0.538,0.519,6,10,0.6,8,18,26,6,0,2,8,13,34
2014,Andrei Kirilenko,PF,32,BRK,10,0,144,7,15,0.467,0,0,0,7,15,0.467,0.467,11,17,0.647,10,13,23,10,10,3,3,11,25
2014,Kyle Korver,SG,32,ATL,7,7,250,30,66,0.455,23,54,0.426,7,12,0.583,0.629,11,12,0.917,2,35,37,5,4,2,11,15,94
2014,Kosta Koufos,C,24,MEM,7,0,45,7,16,0.438,0,0,0,7,16,0.438,0.438,4,4,1,7,8,15,2,2,3,3,7,18
2014,Ognjen Kuzmic,C,23,GSW,3,0,8,0,0,,0,0,0,0,0,0,,0,0,0,1,3,4,0,0,0,0,2,0
2014,Jeremy Lamb,SG,21,OKC,11,0,100,17,42,0.405,2,14,0.143,15,28,0.536,0.429,4,4,1,4,12,16,7,7,1,3,8,40
2014,Shane Larkin,PG,21,DAL,2,0,10,0,3,0,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,0,1,0,0
2014,Courtney Lee,SG,28,MEM,7,7,224,25,60,0.417,6,19,0.316,19,41,0.463,0.467,14,18,0.778,3,11,14,11,5,2,6,20,70
2014,David Lee,PF,30,GSW,7,7,217,41,77,0.532,0,0,0,41,77,0.532,0.532,15,19,0.789,24,40,64,18,4,0,17,28,97
2014,Kawhi Leonard,SF,22,SAS,23,23,736,122,239,0.51,31,74,0.419,91,165,0.552,0.575,53,72,0.736,31,124,155,38,39,14,29,66,328
2014,Meyers Leonard,C,21,POR,4,0,9,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,0
2014,Jon Leuer,PF,24,MEM,3,0,23,3,7,0.429,1,2,0.5,2,5,0.4,0.5,2,2,1,2,6,8,2,1,0,0,2,9
2014,Rashard Lewis,SF,34,MIA,18,8,319,35,85,0.412,22,59,0.373,13,26,0.5,0.541,3,4,0.75,4,33,37,5,7,6,5,29,95
2014,Damian Lillard,PG,23,POR,11,11,466,83,189,0.439,27,70,0.386,56,119,0.471,0.511,59,66,0.894,12,44,56,72,11,1,30,29,252
2014,Jeremy Lin,PG,25,HOU,6,0,177,25,61,0.41,5,23,0.217,20,38,0.526,0.451,13,16,0.813,7,15,22,26,3,1,13,15,68
2014,Shaun Livingston,PG,28,BRK,12,10,325,44,86,0.512,1,1,1,43,85,0.506,0.517,27,37,0.73,8,34,42,40,5,5,22,41,116
2014,Robin Lopez,C,25,POR,11,11,367,43,88,0.489,0,0,0,43,88,0.489,0.489,24,36,0.667,47,54,101,9,6,20,11,40,110
2014,Kyle Lowry,PG,27,TOR,7,7,271,44,109,0.404,17,43,0.395,27,66,0.409,0.482,43,49,0.878,9,24,33,33,6,0,20,27,148
2014,Shelvin Mack,PG,23,ATL,7,0,118,19,47,0.404,10,27,0.37,9,20,0.45,0.511,9,12,0.75,3,10,13,25,4,0,6,10,57
2014,Ian Mahinmi,C,27,IND,19,0,241,13,27,0.481,0,0,0,13,27,0.481,0.481,11,18,0.611,22,23,45,3,5,16,10,38,37
2014,Shawn Marion,SF,35,DAL,7,7,193,24,59,0.407,4,18,0.222,20,41,0.488,0.441,7,11,0.636,14,23,37,13,6,1,5,11,59
2014,Cartier Martin,SF,29,ATL,3,0,15,2,3,0.667,0,0,0,2,3,0.667,0.667,0,0,0,1,2,3,0,2,0,1,2,4
2014,Wesley Matthews,SG,27,POR,11,11,426,56,136,0.412,22,68,0.324,34,68,0.5,0.493,26,32,0.813,7,36,43,14,14,5,22,45,160
2014,CJ McCollum,SG,22,POR,6,0,24,1,11,0.091,0,5,0,1,6,0.167,0.091,2,2,1,0,1,1,0,0,0,1,2,4
2014,Josh McRoberts,PF,26,CHA,4,4,154,15,33,0.455,8,17,0.471,7,16,0.438,0.576,8,10,0.8,1,26,27,15,4,1,6,13,46
2014,Andre Miller,SG,37,WAS,11,0,108,19,41,0.463,1,3,0.333,18,38,0.474,0.476,5,9,0.556,2,9,11,9,3,0,8,12,44
2014,Mike Miller,SF,33,MEM,7,1,173,15,42,0.357,14,29,0.483,1,13,0.077,0.524,7,9,0.778,2,24,26,9,6,0,5,16,51
2014,Patty Mills,PG,25,SAS,23,0,351,63,141,0.447,32,79,0.405,31,62,0.5,0.56,10,13,0.769,3,32,35,33,17,1,14,31,168
2014,Paul Millsap,PF,28,ATL,7,7,267,41,103,0.398,9,27,0.333,32,76,0.421,0.442,45,56,0.804,21,55,76,20,10,13,20,25,136
2014,Nazr Mohammed,C,36,CHI,2,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,3,0
2014,Mike Muscala,PF,22,ATL,2,0,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Gary Neal,SG,29,CHA,4,0,104,18,51,0.353,4,18,0.222,14,33,0.424,0.392,5,7,0.714,3,5,8,4,0,0,8,9,45
2014,Nemanja Nedovic,SG,22,GSW,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0
2014,Joakim Noah,C,28,CHI,5,5,210,21,41,0.512,0,0,0,21,41,0.512,0.512,10,17,0.588,15,49,64,23,5,7,19,19,52
2014,Steve Novak,PF,30,TOR,4,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0
2014,Dirk Nowitzki,PF,35,DAL,7,7,263,54,126,0.429,1,12,0.083,53,114,0.465,0.433,25,31,0.806,5,51,56,11,6,6,15,20,134
2014,Jermaine O'Neal,PF,35,GSW,7,3,84,18,32,0.563,0,0,0,18,32,0.563,0.563,6,8,0.75,12,12,24,1,1,3,4,12,42
2014,Greg Oden,C,26,MIA,3,0,7,0,0,,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0,0,2,0
2014,Jannero Pargo,PG,34,CHA,1,0,3,0,0,,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,1,0,0
2014,Tony Parker,PG,31,SAS,23,23,719,168,346,0.486,13,35,0.371,155,311,0.498,0.504,51,70,0.729,5,40,45,111,15,2,62,37,400
2014,Chandler Parsons,SF,25,HOU,6,6,250,46,105,0.438,13,36,0.361,33,69,0.478,0.5,11,15,0.733,6,35,41,14,4,2,5,19,116
2014,Patrick Patterson,PF,24,TOR,7,0,199,26,48,0.542,7,18,0.389,19,30,0.633,0.615,14,18,0.778,12,35,47,9,3,3,6,13,73
2014,Chris Paul,PG,28,LAC,13,13,472,92,197,0.467,32,70,0.457,60,127,0.472,0.548,41,53,0.774,12,43,55,134,37,0,39,50,257
2014,Kendrick Perkins,C,29,OKC,19,19,384,24,45,0.533,0,0,0,24,45,0.533,0.533,12,15,0.8,33,69,102,14,4,6,25,64,60
2014,Paul Pierce,SF,36,BRK,12,12,368,60,129,0.465,19,53,0.358,41,76,0.539,0.539,25,32,0.781,4,50,54,24,14,4,20,44,164
2014,Mason Plumlee,C,23,BRK,10,0,114,7,16,0.438,0,0,0,7,16,0.438,0.438,8,18,0.444,5,18,23,2,3,7,9,24,22
2014,Otto Porter,SF,20,WAS,3,0,6,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,0,0,0,0,0,0,0,0,0,2
2014,Tayshaun Prince,SF,33,MEM,7,6,113,10,26,0.385,1,4,0.25,9,22,0.409,0.404,0,0,0,4,6,10,6,1,0,1,8,21
2014,Zach Randolph,PF,32,MEM,6,6,234,42,104,0.404,0,1,0,42,103,0.408,0.404,25,41,0.61,17,35,52,14,5,1,10,13,109
2014,J.J. Redick,SG,29,LAC,13,13,351,61,133,0.459,26,65,0.4,35,68,0.515,0.556,25,26,0.962,4,18,22,19,11,0,13,23,173
2014,Luke Ridnour,PG,32,CHA,4,0,36,4,13,0.308,2,6,0.333,2,7,0.286,0.385,0,0,0,0,4,4,12,0,1,4,1,10
2014,Andre Roberson,SG,22,OKC,2,0,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0
2014,Thomas Robinson,PF,22,POR,11,0,122,13,31,0.419,0,0,0,13,31,0.419,0.419,6,7,0.857,10,18,28,6,5,5,5,23,32
2014,Terrence Ross,SG,22,TOR,7,7,158,14,47,0.298,4,24,0.167,10,23,0.435,0.34,3,5,0.6,1,13,14,2,6,3,8,19,35
2014,John Salmons,SG,34,TOR,6,0,77,5,17,0.294,2,12,0.167,3,5,0.6,0.353,1,1,1,0,6,6,5,2,0,1,9,13
2014,Dennis Schroder,PG,20,ATL,2,0,7,2,2,1,1,1,1,1,1,1,1.25,0,0,0,0,2,2,0,0,0,0,1,5
2014,Luis Scola,PF,33,IND,18,0,243,48,105,0.457,1,3,0.333,47,102,0.461,0.462,13,22,0.591,11,31,42,9,6,3,7,29,110
2014,Mike Scott,PF,25,ATL,7,0,146,23,63,0.365,10,31,0.323,13,32,0.406,0.444,10,14,0.714,3,15,18,3,1,0,2,11,66
2014,Thabo Sefolosha,SG,29,OKC,15,13,236,23,55,0.418,6,23,0.261,17,32,0.531,0.473,4,5,0.8,7,24,31,10,10,0,7,10,56
2014,Kevin Seraphin,C,24,WAS,4,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,1,1,2,0,0,0,1,1,0
2014,Donald Sloan,SG,26,IND,4,0,15,2,7,0.286,1,4,0.25,1,3,0.333,0.357,2,4,0.5,0,1,1,3,1,0,2,0,7
2014,Tony Snell,SG,22,CHI,5,0,46,2,9,0.222,0,5,0,2,4,0.5,0.222,0,0,0,0,6,6,2,1,1,1,5,4
2014,Marreese Speights,C,26,GSW,7,0,68,19,36,0.528,0,0,0,19,36,0.528,0.528,6,12,0.5,9,13,22,3,2,4,2,12,44
2014,Tiago Splitter,C,29,SAS,23,18,516,61,100,0.61,0,1,0,61,99,0.616,0.61,51,71,0.718,45,95,140,46,16,11,18,53,173
2014,Lance Stephenson,SG,23,IND,19,19,705,100,220,0.455,24,67,0.358,76,153,0.497,0.509,35,49,0.714,24,107,131,80,16,4,46,55,259
2014,Jeff Teague,PG,25,ATL,7,7,242,44,112,0.393,9,27,0.333,35,85,0.412,0.433,38,40,0.95,5,21,26,35,7,4,21,15,135
2014,Mirza Teletovic,SF,28,BRK,12,0,220,36,82,0.439,19,56,0.339,17,26,0.654,0.555,8,12,0.667,15,25,40,3,5,2,5,14,99
2014,Garrett Temple,SG,27,WAS,10,0,9,2,2,1,1,1,1,1,1,1,1.25,0,0,0,0,0,0,0,0,0,1,5,5
2014,Hasheem Thabeet,C,26,OKC,2,0,7,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0
2014,Klay Thompson,SG,23,GSW,7,7,257,40,98,0.408,16,44,0.364,24,54,0.444,0.49,19,24,0.792,4,20,24,25,7,5,15,24,115
2014,Marcus Thornton,SG,26,BRK,10,0,124,21,54,0.389,5,21,0.238,16,33,0.485,0.435,12,18,0.667,7,12,19,1,2,1,2,4,59
2014,Anthony Tolliver,PF,28,CHA,4,0,21,1,2,0.5,1,2,0.5,0,0,0,0.75,3,3,1,1,3,4,1,0,0,0,2,6
2014,Hedo Turkoglu,SF,34,LAC,5,0,41,6,13,0.462,4,10,0.4,2,3,0.667,0.615,0,0,0,0,5,5,1,3,0,0,3,16
2014,Evan Turner,SF,25,IND,12,0,149,15,35,0.429,4,7,0.571,11,28,0.393,0.486,5,5,1,0,26,26,19,4,0,11,9,39
2014,Beno Udrih,SG,31,MEM,7,0,115,21,45,0.467,4,12,0.333,17,33,0.515,0.511,9,13,0.692,2,10,12,12,3,0,9,11,55
2014,Jonas Valanciunas,C,21,TOR,7,7,200,31,49,0.633,0,0,0,31,49,0.633,0.633,14,22,0.636,19,49,68,2,0,7,19,22,76
2014,Greivis Vasquez,SG,27,TOR,7,0,190,27,64,0.422,10,27,0.37,17,37,0.459,0.5,7,9,0.778,3,23,26,36,4,1,10,22,71
2014,Dwyane Wade,SG,32,MIA,20,20,693,139,278,0.5,9,24,0.375,130,254,0.512,0.516,69,90,0.767,16,61,77,77,30,5,54,55,356
2014,Kemba Walker,PG,23,CHA,4,4,153,26,55,0.473,12,24,0.5,14,31,0.452,0.582,14,18,0.778,1,14,15,24,8,3,15,6,78
2014,John Wall,PG,23,WAS,11,11,420,60,164,0.366,7,32,0.219,53,132,0.402,0.387,52,68,0.765,5,39,44,78,18,8,36,29,179
2014,C.J. Watson,PG,29,IND,19,0,342,37,90,0.411,16,40,0.4,21,50,0.42,0.5,17,28,0.607,3,37,40,18,16,1,14,28,107
2014,Earl Watson,PG,34,POR,4,0,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
2014,Martell Webster,SF,27,WAS,11,0,195,15,41,0.366,6,26,0.231,9,15,0.6,0.439,6,9,0.667,4,21,25,5,4,5,4,14,42
2014,David West,PF,33,IND,19,19,687,121,245,0.494,2,10,0.2,119,235,0.506,0.498,43,61,0.705,24,104,128,75,14,15,43,57,287
2014,Russell Westbrook,PG,25,OKC,19,19,735,167,398,0.42,28,100,0.28,139,298,0.466,0.455,145,164,0.884,45,93,138,153,41,6,83,62,507
2014,D.J. White,PF,27,CHA,1,0,3,0,0,,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,0,1,0,0
2014,Deron Williams,PG,29,BRK,12,12,428,60,152,0.395,18,53,0.34,42,99,0.424,0.454,36,45,0.8,7,31,38,70,13,2,27,31,174
2014,Lou Williams,PG,27,ATL,7,0,133,19,50,0.38,5,16,0.313,14,34,0.412,0.43,15,16,0.938,0,16,16,8,7,1,13,10,58
2014,Mo Williams,PG,31,POR,8,0,187,22,59,0.373,5,21,0.238,17,38,0.447,0.415,10,11,0.909,2,10,12,15,3,0,14,24,59
2014,Brandan Wright,C,26,DAL,6,0,90,15,18,0.833,0,0,0,15,18,0.833,0.833,3,6,0.5,5,7,12,8,2,6,2,8,33
2014,Dorell Wright,SF,28,POR,8,0,88,7,19,0.368,4,12,0.333,3,7,0.429,0.474,11,15,0.733,2,14,16,3,3,9,5,8,29
2014,Cody Zeller,C,21,CHA,4,0,53,3,9,0.333,0,0,0,3,9,0.333,0.333,2,4,0.5,5,4,9,2,0,3,2,3,8
2015,Jordan Adams,SG,20,MEM,4,0,10,2,3,0.667,1,1,1,1,2,0.5,0.833,2,4,0.5,0,1,1,0,1,0,0,0,7
2015,Arron Afflalo,SG,29,POR,3,3,60,2,12,0.167,1,4,0.25,1,8,0.125,0.208,0,1,0,0,7,7,2,0,0,3,6,5
2015,Alexis Ajinca,C,26,NOP,3,0,10,4,4,1,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,2,8
2015,LaMarcus Aldridge,PF,29,POR,5,5,208,37,112,0.33,3,11,0.273,34,101,0.337,0.344,32,36,0.889,21,35,56,9,2,12,8,16,109
2015,Tony Allen,SG,33,MEM,10,9,279,28,57,0.491,1,7,0.143,27,50,0.54,0.5,9,12,0.75,14,38,52,15,24,11,13,27,66
2015,Al-Farouq Aminu,SF,24,DAL,5,2,150,17,31,0.548,7,11,0.636,10,20,0.5,0.661,15,19,0.789,14,22,36,6,10,8,6,15,56
2015,Alan Anderson,SG,32,BRK,6,0,142,25,41,0.61,10,16,0.625,15,25,0.6,0.732,6,9,0.667,2,19,21,7,4,1,8,9,66
2015,Ryan Anderson,PF,26,NOP,4,0,95,16,36,0.444,5,12,0.417,11,24,0.458,0.514,6,6,1,7,10,17,9,0,2,4,12,43
2015,Giannis Antetokounmpo,SG,20,MIL,6,6,201,26,71,0.366,0,1,0,26,70,0.371,0.366,17,23,0.739,12,30,42,16,3,9,11,18,69
2015,Pero Antic,C,32,ATL,15,1,199,16,50,0.32,11,32,0.344,5,18,0.278,0.43,20,25,0.8,9,34,43,4,2,3,5,38,63
2015,Trevor Ariza,SF,29,HOU,17,17,655,75,176,0.426,36,96,0.375,39,80,0.488,0.528,38,42,0.905,18,91,109,44,30,2,23,51,224
2015,Omer Asik,C,28,NOP,4,4,79,2,10,0.2,0,0,0,2,10,0.2,0.2,4,7,0.571,12,17,29,6,5,0,5,10,8
2015,Jeff Ayres,PF,27,SAS,3,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,0,0,0,0,0
2015,Leandro Barbosa,SG,32,GSW,21,0,229,39,88,0.443,8,23,0.348,31,65,0.477,0.489,18,22,0.818,8,19,27,18,6,1,12,24,104
2015,J.J. Barea,PG,30,DAL,5,2,154,25,57,0.439,4,16,0.25,21,41,0.512,0.474,5,6,0.833,5,19,24,37,4,0,14,17,59
2015,Harrison Barnes,SF,22,GSW,21,21,681,88,200,0.44,22,62,0.355,66,138,0.478,0.495,25,34,0.735,45,65,110,32,17,11,22,45,223
2015,Matt Barnes,SF,34,LAC,14,14,409,38,100,0.38,16,60,0.267,22,40,0.55,0.46,15,20,0.75,16,55,71,22,20,10,16,54,107
2015,Brandon Bass,PF,29,BOS,4,4,86,7,20,0.35,0,0,0,7,20,0.35,0.35,6,10,0.6,3,5,8,10,1,3,3,4,20
2015,Nicolas Batum,SF,26,POR,5,5,209,24,70,0.343,13,39,0.333,11,31,0.355,0.436,10,13,0.769,6,37,43,26,1,1,12,11,71
2015,Jerryd Bayless,PG,26,MIL,6,0,120,12,35,0.343,2,7,0.286,10,28,0.357,0.371,13,17,0.765,4,11,15,18,2,2,4,12,39
2015,Aron Baynes,C,28,SAS,4,0,40,3,10,0.3,0,0,0,3,10,0.3,0.3,3,3,1,3,7,10,1,0,0,3,9,9
2015,Kent Bazemore,SG,25,ATL,16,2,303,30,71,0.423,6,28,0.214,24,43,0.558,0.465,21,31,0.677,3,50,53,13,11,9,11,25,87
2015,Bradley Beal,SG,21,WAS,10,10,418,81,200,0.405,23,63,0.365,58,137,0.423,0.463,49,59,0.831,14,41,55,46,16,7,26,19,234
2015,Marco Belinelli,SG,28,SAS,7,0,116,20,39,0.513,14,30,0.467,6,9,0.667,0.692,11,13,0.846,2,11,13,10,2,0,5,10,65
2015,Steve Blake,PG,34,POR,5,0,43,2,11,0.182,1,8,0.125,1,3,0.333,0.227,2,2,1,0,1,1,8,0,1,2,4,7
2015,Bojan Bogdanovic,SF,25,BRK,6,5,206,23,59,0.39,11,33,0.333,12,26,0.462,0.483,5,7,0.714,3,20,23,10,4,2,8,12,62
2015,Andrew Bogut,C,30,GSW,19,18,440,42,75,0.56,0,1,0,42,74,0.568,0.56,5,13,0.385,41,112,153,36,11,34,26,69,89
2015,Matt Bonner,PF,34,SAS,7,0,36,2,10,0.2,2,9,0.222,0,1,0,0.3,0,0,0,0,6,6,1,0,1,1,8,6
2015,Avery Bradley,SG,24,BOS,4,4,133,19,50,0.38,5,19,0.263,14,31,0.452,0.43,6,7,0.857,3,12,15,3,3,0,3,13,49
2015,Elton Brand,C,35,ATL,3,0,4,0,1,0,0,0,0,0,1,0,0,1,2,0.5,0,1,1,0,0,0,0,3,1
2015,Corey Brewer,SF,28,HOU,17,0,428,72,167,0.431,12,42,0.286,60,125,0.48,0.467,35,55,0.636,11,36,47,19,11,4,15,48,191
2015,Aaron Brooks,PG,30,CHI,12,0,132,21,61,0.344,8,26,0.308,13,35,0.371,0.41,4,7,0.571,3,15,18,11,3,1,9,16,54
2015,Markel Brown,SG,23,BRK,2,1,10,2,5,0.4,0,2,0,2,3,0.667,0.4,2,2,1,2,0,2,1,0,0,2,0,6
2015,Jimmy Butler,SG,25,CHI,12,12,506,94,213,0.441,28,72,0.389,66,141,0.468,0.507,59,72,0.819,18,49,67,38,29,9,21,27,275
2015,Rasual Butler,SF,35,WAS,2,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0
2015,Will Bynum,SG,32,WAS,3,0,31,7,14,0.5,1,2,0.5,6,12,0.5,0.536,4,5,0.8,2,1,3,3,2,1,5,6,19
2015,Nick Calathes,SG,25,MEM,9,3,126,12,36,0.333,6,13,0.462,6,23,0.261,0.417,3,8,0.375,1,15,16,16,9,1,10,15,33
2015,Clint Capela,C,20,HOU,17,0,127,21,31,0.677,0,0,0,21,31,0.677,0.677,15,29,0.517,13,29,42,5,3,9,3,19,57
2015,DeMarre Carroll,SF,28,ATL,16,16,558,86,177,0.486,29,72,0.403,57,105,0.543,0.568,32,41,0.78,26,71,97,32,18,5,15,36,233
2015,Vince Carter,SG,38,MEM,11,0,196,27,67,0.403,7,28,0.25,20,39,0.513,0.455,8,9,0.889,13,34,47,11,7,2,7,17,69
